"name","address","phone","website","rating","reviewSnippet"
"Dr. Michael L Bloom, DDS","875 Park Ave, New York, NY 10075","(212) 861-3033","http://www.michael-bloom.com","5","This place is just wonderful, the people are very polite and warming upon arriving for my appt. and Dr. Bloom is a exceptional person when doing what he does best, you're in…"
"Drs. Douglas & Ann Magner","18 E 48th St Rm 1602, New York, NY 10017","(646) 462-4400",,"5","The best in his field . He is a expert and a perfectionist. He is is patient smart and very pleasant."""
"Dr. Jeffrey D. Yeres, DDS","18 E 48th St Rm 1602, New York, NY 10017","(212) 308-9188","https://www.jeffreyyeresdds.com","5","Everyone in his office is very pleasant, Yeres himself is great. Every visit has been easy and he is always very clear in going over anything. I haven't had any major work…"
"Vita Dental Arts","121 Newark Ave Ste 202, Jersey City, NJ 07302","(201) 360-3740","http://www.vitadentalarts.com","3","I'm so happy that I found this place. All staff are very friendly and professional, office looks very clean. Both Drs. Valyuk are nice people and very professional in their…"
"Dental Specialty Associates","225 Broadway, New York, NY 10007","(646) 525-4822","http://dentalspecialty.com","2","After reading a  previous review about Metropolitan Dental I was skeptical about visiting the place. However, due to a dental emergency in which I was in need  to see a dentist…"
"True Dental","54 W 21st St Rm 308, New York, NY 10010","(917) 525-5833","https://www.truedentalnyc.com",,
"Park 56 Dental","120 E 56th St Rm 610, New York, NY 10022","(212) 826-2322","https://www.park56dental.com",,
"Abrams Hollander & Landau","595 Madison Ave Rm 2008, New York, NY 10022","(212) 759-8286","https://maytheflossbewithyou.com",,
"NYC Smile Design","8 E 84th St, New York, NY 10028","(212) 452-3344","http://www.nycsmiledesign.com",,
"Oris Enhanced Oral Health & Beauty","31 Washington Sq W  #1-F, New York, NY 10011","(212) 420-7680","http://www.oriscare.com",,
"Andrew Lam, Other","279 E 3rd St, New York, NY 10009","(212) 477-8500","https://ryanhealth.org/locations/ryan-nena-community-health-center",,
"Steven M Alper DMD","5 E 19th St, New York, NY 10003","(212) 777-8160","http://www.alperdmd.com",,
"Randi Frankel DDS","471 3rd Ave, New York, NY 10016","(212) 725-7017","http://www.zakfrankeldental.com",,
"Ellen A Greene, DDS","275 Madison Ave Ste 2500, New York, NY 10016","(212) 532-1400","http://www.madisondentalarts.com",,
"Art of Dentistry NY","12 E 41st St Fl 1002, New York, NY 10017","(212) 535-3226","http://www.artofdentistryny.com",,
"Jerry Herman, DDS & Dale Weintraub, DDS","18 E 50th St Fl 7, New York, NY 10022","(212) 319-3025",,,
"Lawrence S. Levine , DDS","515 Madison Ave, New York, NY 10022","(212) 935-9300","http://madisondental.com",,
"Ghalili Kambiz M","65 W 55th St, New York, NY 10019","(212) 581-5360","http://www.dentistnyc.com",,
"Jaclyn J. Park, D.D.S.","115 E 57th St Ste 1520, New York, NY 10022","(212) 759-7303","https://jaclynparkdds.com",,
"Dr Michael Marder DDS","119 W 57th St, New York, NY 10019","(212) 265-8291","http://www.marderdental.com",,
"Martha CortÃ©s, DDS","120 Central Park S Ste 1G, New York, NY 10019","(212) 262-0950","https://www.marthacortesdds.com",,
"Louis Franzetti, DDS","115 E 61st St Ste 14N, New York, NY 10065","(212) 588-9959","http://www.drfranzetti.com",,
"Papadakis & Gonzalez DDS","47 E 77th St Ste 216, New York, NY 10075","(212) 689-7199","http://bestnycdentist.com",,
"Hoskin Eileen R Dds","55 W 77th St, New York, NY 10024","(212) 362-9788",,,
"Manhattan Oasis Dentistry","525 W End Ave, New York, NY 10024","(212) 874-2880","http://www.manhattanoasisdentistry.com",,
"Liew Enn KONG","13 Elizabeth St, New York, NY 10013","(212) 925-8171",,,
"Fischthal, Steven M, DDS","11 Hanover Sq, New York, NY 10005","(212) 344-1007",,,
"Saint Marks Dentistry","70 Saint Marks Pl, New York, NY 10003","(212) 477-2688","http://www.stmarkshotel.net",,
"Dr. Joseph Cassidy, DDS","45 W 10th St, New York, NY 10011","(212) 982-5883","http://www.west10thdental.com",,
"Gonzales Elsa Ortiz","853 Broadway Ste 2001, New York, NY 10003","(212) 533-4606",,,
"Urtula, Adolf B, DDS","250 8th Ave Apt 2S, New York, NY 10011","(212) 352-9300","http://emagendental.com",,
"Boukas Spiro DDS","250 W 24th St, New York, NY 10011","(212) 242-5344",,,
"Levine, Robert, DDS","450 Park Ave S Fl 9, New York, NY 10016","(646) 237-3400","http://urgentgroup.com",,
"Baik James Y","1261 Broadway Rm 206, New York, NY 10001","(212) 481-3928",,,
"Pollack Hugh","500 3rd Ave, New York, NY 10016","(212) 213-3344",,,
"J & H Dental Associates","120 E 36th St, New York, NY 10016","(917) 261-6165","http://www.dentalassociates.us",,
"Murray Braverman","50 Park Ave, New York, NY 10016","(212) 679-2955","http://www.cosmeticdentistryny.com",,
"Diamonon, Carlos B, DDS","30 E 40th St Rm 705, New York, NY 10016","(212) 679-2591",,,
"Spencer Lew DDS, PLLC","30 E 40th St Rm 706, New York, NY 10016","(212) 286-1717","http://www.nycdental.com",,
"Dr. Gerald Klaczany, DDS","405 Lexington Ave Chrysler Building Tower 6900, New York, NY 10174","(212) 922-9571",,,
"Harvey S Millstein, DDS","501 5th Ave Rm 501, New York, NY 10017","(212) 489-0852",,,
"Chisling Harry J DDS","501 5th Ave Rm 2102, New York, NY 10017","(212) 557-3434",,,
"Dr. Rafi Saatciyan, DDS","36 W 44th St, New York, NY 10036","(212) 840-3364",,,
"Steven Sarin DDS","19 W 44th St Ste 400, New York, NY 10036","(212) 840-2056","http://www.berkeleydentalassociates.com",,
"Nakamura, Kyo, DDS","9 E 45th St, New York, NY 10017","(212) 687-6185",,,
"Pino Jessie","20 E 46th St Rm 1000, New York, NY 10017","(212) 813-0850",,,
"Syngbum Kim, DDS","2 W 46th St, New York, NY 10036","(212) 779-3368","http://bryantparkdental.com",,
"Ozawa, Shunzo, DDS","425 Madison Ave, New York, NY 10017","(212) 758-9965",,,
"Zalman, Lewis, DDS","425 Madison Ave, New York, NY 10017","(212) 588-1809",,,
"Bruce Nmn Goldenberg, DDS","1 Rockefeller Plz, New York, NY 10020","(212) 697-6976",,,
"Richard L. Rausch, DDS","1 Rockefeller Plz Rm 2201, New York, NY 10020","(646) 863-8184","http://www.midtown-dentist.com",,
"William Hurwitz, Other","630 Fifth Avenue 1862, New York, NY 10111","(212) 246-3511",,,
"Hudson, James D, DMD","630 5th Ave, New York, NY 10111","(212) 246-2682","http://www.rockcenterdentist.com",,
"Palagi Maia DDS","630 5th Ave Ste 1857, New York, NY 10111","(212) 969-9166","http://www.drpalagi.com",,
"Nancy Coughlin DDS","45 Rockefeller Plz, New York, NY 10111","(212) 332-1025","http://nancycoughlindds.com",,
"Jean Marie Perri, DDS","45 E 52nd St, New York, NY 10022","(212) 755-2820","http://www.jeanperridds.com",,
"Harold D Fink, DDS, PC","501 Madison Ave, New York, NY 10022","(212) 355-5533",,,
"Karina Chayevsky","515 Madison Ave Rm 2308, New York, NY 10022","(212) 889-8907",,,
"Brian E Weiss, DDS","515 Madison Ave Rm 1710, New York, NY 10022","(212) 355-9298",,,
"Gualtieri, Steven, DDS","220 E 54th St, New York, NY 10022","(212) 753-2824",,,
"Timothy Russell Radin, DDS","59 E 54th St, New York, NY 10022","(212) 753-3117","http://drsheilbutradincho.com",,
"Heilbut Radin and Cho PC","59 E 54th St, New York, NY 10022","(212) 753-3117","https://www.drsheilbutradincho.com/about-us",,
"Dr. Phil Eng, DDS","45 W 54th St Ste 1-C, New York, NY 10019","(212) 315-1577",,,
"Dr. Angela Abernathy, DDS","141 E 55th St, New York, NY 10022","(212) 262-2952","https://nppsych.com",,
"Dr. Jack Mitchell, DDS","305 E 55th St Apt 201, New York, NY 10022","(212) 755-3355","http://www.pediatricdentistnyc.com",,
"Dr. Harvey Kaplan, DDS","27 W 55th St, New York, NY 10019","(212) 315-1900",,,
"Richard Florian Giannandrea, DDS","121 East 60th Street 4b, New York, NY 10022","(212) 838-6890",,,
"Ergun Senay DDS","150 E 56th St, New York, NY 10022","(212) 755-5656",,,
"Kinney Genevieve DMD","162 W 56th St Ste 202, New York, NY 10019","(212) 977-6046","https://www.gkinneydmd.com",,
"Maglilong Leonila DDS Family Dentistry PC","162 W 56th St, New York, NY 10019","(212) 245-7773",,,
"Koch, K, DDS","115 E 57th St, New York, NY 10022","(212) 750-8929",,,
"Rada Sumareva","115 E 57th St Ste 1520, New York, NY 10022","(212) 644-3630",,,
"Laser Periodontal Associates of New York","501 Madison Ave 28th Fl, New York, NY 10022","(212) 688-1870","https://www.laserperionyc.com",,
"Manhattan Oral Surgery & Anesthesia Solutions","30 Central Park S #2c, New York, NY 10019","(212) 223-8311","https://www.oralsurgerymanhattannyc.com",,
"Perio NYC","218 E 61st St, New York, NY 10065","(212) 756-8890","http://www.perionyc.com",,
"Coliseum Dental","1841 Broadway Rm 609, New York, NY 10023","(212) 757-3183","http://www.coliseumdental.com","5","I really like this office. The dentist is very kind and gentle. Dr. Berger did amazing cosmetic work that my regular dentist was not able to perform. I'm usually a bit scared…"
"Dr. Ryan Sellinger, DMD","111 Broadway, New York, NY 10006","(212) 267-1884",,,
"Illustradent","810 2nd Ave Frnt 1, New York, NY 10017","(212) 883-9161","http://www.illustradent.com",,
"Midtown Dental Group","155 E 55th St Apt 301, New York, NY 10022","(212) 759-5595","http://www.midtowndentalgrouppc.com",,
"David Blank","120 E 34th St, New York, NY 10016","(212) 679-9688","http://www.mynycoralsurgeon.com",,
"Ebenezer Eyelash","474 Fashion Ave 4th Fl, New York, NY 10018","(212) 687-4400","http://www.eyelashextensiontraining.com",,
"Dental Parlour NYC","434 E 57th St, New York, NY 10022","(212) 371-7244","http://www.dentalparlournyc.com",,
"Zendentistry","30 E 60th St, New York, NY 10022","(212) 245-9400","http://www.zendentistrynyc.com",,
"Dragos Sandulescu DDS","608 5th Ave Ste 808, New York, NY 10020","(212) 245-5817","http://www.1stclassfamilydentistry.com",,
"Sutton Place Dental Associates","433 E 56th St Apt 1d, New York, NY 10022","(212) 644-1011","https://suttonpda.com","5","Fantastic dentist and great staff.Office is super clean and chic.Dr Elahi is professional and highly knowledgable and caring.I am lucky to have access to such a highend…"
"Rockefeller Cosmetic Dentistry","630 5th Ave #1803, New York, NY 10111","(212) 581-1091","https://www.cosmeticdentistsnewyorkcity.com",,
"New York Dental Studio","30 E 60th St, New York, NY 10022","(212) 588-1809","https://www.nydentalstudio.com",,
"David L. Brisman, DMD","31 Washington Sq W, New York, NY 10011","(212) 673-6900","http://www.davidbrismandmd.com","5","Dr. Brisman and team made me a night guard that was so comfortable I want to wear it all the time!"""
"Dr. Navid Baradarian, DDS","116 Central Park S Ste 3, New York, NY 10019","(212) 581-4646","http://perioonthepark.com","5","Dr Baradarian and all of his co-workers were super professional, informative and friendly. I highly recommend this practice to anyone looking for a new dentist!"""
"Kuncio Orthodontics","315 W 70th St Apt 1J, New York, NY 10023","(718) 878-4822","https://www.kuncioorthodontics.com","4.5","I was very concerned about my smile. Had a lot of spaces between my teeth and found it difficult to speak. I shied away from crowd and had a closed smile. Until i met  Dr.…"
"Leena Lakhkar, DDS","57 W 57th St Ste 1405, New York, NY 10019","(212) 759-2520",,"5","Dr. Lahkar is an outstanding dentist. I have recommended her to several of my friends and colleagues. They all were impressed with her skill and expertise.  Dr. Lahkar and…"
"Dentist New York","101 Vermilyea Ave, New York, NY 10034","(646) 490-0399","http://www.dentistnewyork.info","4.5","I fear visiting the dentist, I don't know why. Even a simple cleaning gets me nervous. I can happily say that the referral was great and the teeth cleaning I had was done…"
"Mendel I. Markowitz, DDS","42 Broadway 1515, New York, NY 10004","(212) 269-6655","http://broadwaycosmeticdentistry.com","5","The entire staff was so helpful and reassuring.  They took my concerns seriously and treated me with respect.  They were patient, explained exactly what to expect, and were…"
"Dr. Robin A Nathanson, DMD","30 E 60th St Ste 704, New York, NY 10022","(212) 242-4488","http://www.drnathanson.com","5","Dr Nathanson is one of my favorite health care providers.  She is personable, efficient, on time, and clearly knowledgable. She seems to be very much on the new cutting edge…"
"Nick M Mobilia DDS","9 E 45th St 6th Fl, New York, NY 10017","(212) 681-0939","http://www.elitedentalarts.com","5","Make me feel very comfortable and they took great care of me and my teeth."""
"Robert Zarabi, DDS","150 E 58th St 8th Fl, New York, NY 10155","(716) 687-0491","http://www.zarabidental.com","5","I had a terrible gum infection that required an invasive procedure. Dr. Zarabi was very clear with his diagnosis and checked with me each step of the way on how I was feeling…"
"Dr. Nancy Ma, DDS","80 Bowery Rm 502, New York, NY 10013","(212) 925-2532",,"5","my visits are always great and welcoming. The dentist here at Primary Dental Care are always looking out for the patient. I always dread the dental visit specially if I must…"
"Dr. YooKyung Park, DDS","42 Broadway 1515, New York, NY 10004","(212) 269-6655","http://broadwaycosmeticdentistry.com","5","Isabel did an incredible job on my cleaning and gave me excellent advice. Thanks for the incredible visit!"""
"Dr. Lana Rozenberg, DDS","15 Avenue A, New York, NY 10009","(212) 677-2510",,"5","I had a general consultation and they were able to fit in a cleaning and a fluoride rinse. I haven't seen a dentist in 5+ years so it was definitely a needed trip, however they…"
"Irina Sinensky, DDS","30 5th Ave Apt 1G, New York, NY 10011","(212) 673-3700","http://www.rossinski.com","5","It's a very good experience. Dr.Sinensky explains everything clear and patiently."""
"Megan S Chin, DDS","41 7th Ave, New York, NY 10011","(212) 373-4651","https://www.playhousedentalforkids.com","5","Office is great, doctor is great, staff are amazing. would come back and tell everyone about it!"""
"Namik Yusufov, DDS, MDT","305 W 28th St, New York, NY 10001","(212) 804-0500","http://www.smileexp.com","5","Dr. Yusufov is kind, knowledgeable, and always makes me feel at ease when I come to visit. The entire staff is happy to help your entire appointment go as seamlessly as…"
"Omar Mohamed, DMD","12 E 86th St, New York, NY 10028","(212) 737-3383","http://www.nydentistonline.com",,
"Richard Lehrer","145 W 86th St, New York, NY 10024","(212) 595-8585","http://www.demandforce.com/b/lehrerricharddds",,
"Dasgupta, Rani, DDS","1667 Lexington Ave, New York, NY 10029","(212) 289-4131",,,
"Juan Bautista Espaillat, DDS","122 La Salle St Ground Floor, New York, NY 10027","(212) 866-1313",,,
"Emanuel Tennenbaum, DDS","370 Lexington Ave, New York, NY 10017","(212) 685-1717","http://370dental.com/index.html","5","I have been a patient of Dr. Tennenbaum for many years.  He is professional, thorough and has a great bedside manner. I highly recommend Dr. Tennebaum."""
"Tudor City Dental","304 E 41st St, New York, NY 10017","(212) 697-4690","http://www.tudorcitydental.com",,
"Affiliated Cosmetic Dentist-NY","420 Lexington Ave, New York, NY 10170","(212) 682-7200","http://robertlichtensteindds.com",,
"Omnident","1 Rockefeller Plz Rm 2221, New York, NY 10020","(212) 355-6122","http://www.omnidentny.com",,
"Faust Erika","59 E 54th St, New York, NY 10022","(212) 262-2948","http://eliteorthonyc.com",,
"Daniella Asaro, DDS","20 E 68th St, New York, NY 10065","(212) 747-9126",,,
"Klein, Laura A, DDS","32 Court St, Brooklyn, NY 11201","(718) 636-0435","http://www.brooklynheightscosmeticdentistry.com",,
"Double Eight Chambers","88 Chambers St, New York, NY 10007","(212) 693-7411","http://www.tribecateeth.com",,
"Wei, Min-Deh P, DDS","210 Canal St, New York, NY 10013","(212) 608-2667",,,
"Nai-Yan Lam, DDS","198 Canal St Ste 402, New York, NY 10013","(212) 766-2128","https://www.naihanson.com",,
"James Guojian Rong, DDS","185 Canal St Frnt 403, New York, NY 10013","(212) 431-5978","http://www.jrdentalgroup.com",,
"Pensuwan, Prabhasri, DDS","185 Canal St, New York, NY 10013","(212) 431-5978",,,
"Norman Rogoff DDS","60 E 9th St, New York, NY 10003","(212) 473-2164",,,
"George Xenakis, DDS, MS","279 E 3rd St, New York, NY 10009","(212) 477-8836",,,
"Lillian Mittl","160 E 32nd St Ste 103, New York, NY 10016","(212) 683-3328",,,
"Dr. George G Gillen, DDS","161 Madison Ave, New York, NY 10016","(212) 481-3636","http://sleepdentistryny.com",,
"Marwan Jallad DDS","19 W 34th St Rm 1209, New York, NY 10001","(212) 564-5008",,,
"Jocelyn F Mendoza, DMD","110 W 34th St, New York, NY 10001","(212) 947-6418",,,
"Stephen R Ramsay, DMD","257 Lexington Ave, New York, NY 10016","(212) 683-2877","http://renewal2.com",,
"Dr. James Soberman, DDS","40 Park Ave, New York, NY 10016","(212) 683-4010","https://www.jamesmsobermandds.com",,
"James Michael Maggio, DDS","117 E 37th St Apt 1E, New York, NY 10016","(212) 685-9599",,,
"Salvatore C Scorsese DDS","117 E 37th St, New York, NY 10016","(212) 685-9599",,,
"Dr. Ann A Pyz, DDS","310 Lexington Ave, New York, NY 10016","(212) 677-5275",,,
"Todd Randolph DMD","30 E 40th St Rm 1003, New York, NY 10016","(212) 684-7710",,,
"Gross Jan Iris","30 E 40th St, New York, NY 10016","(212) 883-0974",,,
"Duque, Maria G, DDS","405 Lexington Ave, New York, NY 10174","(212) 867-1669",,,
"Tooth Fairy","405 Lexington Ave Rm 6900, New York, NY 10174","(212) 867-1977","http://www.drshadidds.com",,
"Dr. Bruce Berkowitz, DMD","20 E 46th St 400, New York, NY 10017","(212) 682-3394",,,
"Goldschlag, Dale, DDS","1501 Broadway, New York, NY 10036","(212) 697-2576",,,
"The Ferreira Dental Group","7 W 45th St Fl 2, New York, NY 10036","(212) 382-3782",,,
"Verna, James L, DDS","551 5th Ave, New York, NY 10176","(212) 753-0500","http://www.davidbinderdds.com",,
"Dr. Drew Torre, DDS","20 E 46th St, New York, NY 10017","(212) 972-1085","http://midtowndentalgroup.com",,
"Dr. Allen Kozin","425 Madison Ave Rm 403, New York, NY 10017","(212) 753-3989",,,
"Matt Howard-Morgan Stanley","1221 Avenue Of The Americas, New York, NY 10020","(212) 603-6257","https://advisor.morganstanley.com/edward.marx?y_source=1_MTA4Mjc3NjYtNDYyLWxvY2F0aW9uLndlYnNpdGU",,
"Martin Asness, DDS","420 Lexington Ave Rm 2333, New York, NY 10170","(212) 986-6865",,,
"Diamond Dental PC","420 Lexington Ave Rm 228, New York, NY 10170","(212) 682-1488","http://www.diamond-dental.com",,
"Robert Arthur Fischer, DDS","18 E 50th St, New York, NY 10022","(212) 689-2133","http://www.ficinc.com",,
"Thomas John Magnani, DDS","7 W 51st St Fl 7, New York, NY 10019","(212) 688-1090","http://www.7w51dental.com",,
"Peter C Venokur DDS","45 E 52nd St, New York, NY 10022","(212) 355-5533",,,
"Sachs, Stephen A, DDS","110 E 55th St Fl 15, New York, NY 10022","(212) 308-9200","http://www.nycoms.com",,
"Wendy Goldberg Miles, DDS","200 W 57th St Ste 808, New York, NY 10019","(212) 586-2997",,,
"Stephen Tympanick","57 W 58th St, New York, NY 10019","(212) 593-3822","http://www.qualitymeatsnyc.com",,
"Fhl Dental Care PC","122 La Salle St Frnt 3, New York, NY 10027","(212) 866-1313",,,
"Washington Heights Dental","600 W 161st St Ste 1d, New York, NY 10032","(212) 928-1298","http://www.washingtonsquaredentalgroup.com",,
"M. A. Dental, P.C.","295 Fort Washington Ave, New York, NY 10032","(212) 781-4673","http://www.esthetixdentalspa.com",,
"Ig Dental Dntst","4250 Broadway Rm 5W, New York, NY 10033","(212) 795-0765","http://www.washingtonheightsdental.com",,
"Jos J Franzetti DDS","1 Hanson Pl Ste 701, Brooklyn, NY 11243","(718) 638-3332","http://www.drfranzetti.com/?utm_source=gmb_auth",,
"Mark Orenshein, DDS","255 W 23rd St, New York, NY 10011","(212) 929-4234","https://www.dentist-west23-nyc.com",,
"Marc Lazare D.D.S., M.A.G.D.","115 E 61st St Ste 14A, New York, NY 10065","(332) 334-8290","http://www.drmarclazare.com",,
"CreoDent","29 W 30th St, New York, NY 10001","(212) 302-3860","http://www.creodental.com",,
"Iordanka P Prodanova, DDS","1 W 34th St Rm 903, New York, NY 10001","(212) 216-9092",,,
"Dr. Maryam Horri and Associates","45 Rockefeller Plz Ste 1807, New York, NY 10111","(212) 586-0410","http://www.maryamhorri-dmd.com",,
"Alliance Dental Arts","515 Madison Ave, New York, NY 10022","(212) 752-1252","http://www.alliancedentalarts.com",,
"David Molho, DDS","133 E 58th St 6th Fl, New York, NY 10022","(212) 755-1031",,,
"Gross & Kaplan","11 E 86th St, New York, NY 10028","(212) 987-7400","http://www.dp5th.com",,
"Dr. Mercedes M Torres-Rodriguez, DDS","219 Audubon Ave Apt 1B2, New York, NY 10033","(212) 923-3662",,,
"Arthur H. Press , DDS","515 Madison Ave, New York, NY 10022","(212) 935-9300",,"5","always enjoy coming for cleaning."""
"Safin, W Thomas, DDS","347 5th Ave Rm 1310, New York, NY 10016","(212) 279-1232","http://www.oktooth.com",,
"Soho Professional Center: Goldberg Stephen R DDS","177 Prince St Apt 3, New York, NY 10012","(212) 505-5055",,,
"Robin Geri","157 E 32nd St, New York, NY 10016","(212) 545-8575","https://www.gerirobin.com",,
"Dr. Kamal K Sachdev, DDS","333 E 46th St Apt 1B, New York, NY 10017","(212) 599-2003",,,
"Dr. Dorline Bosboom, DDS","140 E 56th St Apt 1B, New York, NY 10022","(212) 752-8151",,,
"Theodore Sewitch","60 E 56th St 5th Fl, New York, NY 10022","(212) 753-7672","http://theodoresewitchdmd.com",,
"Debbie Lee DMD","654 Madison Ave, New York, NY 10065","(212) 872-1432","http://www.drdebbieleedmd.com",,
"Goldstein, Theo R, DDS","16 E 98th St, New York, NY 10029","(212) 427-3436",,,
"Uptown Star Dental Center","680 W 204th St, New York, NY 10034","(212) 569-4644","http://aaauptowndental.com",,
"Dr. David Sprung","6 Maiden Ln, New York, NY 10038","(212) 619-7931","http://www.drdavidazar.com",,
"The Smile Center","171 Madison Ave Fl 5, New York, NY 10016","(212) 400-0384","http://www.smilenewyork.org",,
"John Lupovici PLLC","425 Madison Ave, New York, NY 10017","(212) 251-0030","http://www.metroperionyc.com",,
"Dr. Earl Marsan, DDS","2186 5th Ave, New York, NY 10037","(212) 281-8755",,,
"Daniel Jerome S","286 W 137th St, New York, NY 10030","(212) 862-7678",,,
"Martin Steven Silver, DDS","2498 Amsterdam Ave, New York, NY 10033","(212) 927-4275",,,
"Zhu, Yuying, DDS","196 Canal St, New York, NY 10013","(212) 966-3748","http://canaldentalgroup.com",,
"Shein Angelika dds","25 W 77th St, New York, NY 10024","(212) 207-6681",,,
"Smiles on Smiles Dental Care","770 Amsterdam Avenue, New York, NY 10025","(347) 927-7468","http://www.sosdentalcare.com",,
"Benjamin Ramos Medina, DDS","1 W 34th St Rm 1204, New York, NY 10001","(212) 420-9976",,,
"Collura, Michael, DDS","121 E 60th St, New York, NY 10022","(212) 980-7857","https://www.bigappleendo.com/contact",,
"Columbus Avenue Dental Association","914A Columbus Ave, New York, NY 10025","(212) 749-5000","http://www.columbus72.com",,
"Dr. Sheldon S Nadler, DMD","25 W 54th St, New York, NY 10019","(212) 757-3745","http://www.sheldonnadlerdmd.com","5","I have been going to Nadler Dentistry for many years. I started going because Dr Sheldon, the father, was recommended to do the crowns on my dental implants. Even with high…"
"Yan, Robert, DDS","128 Mott St, New York, NY 10013","(212) 925-7962",,,
"Robert Maimone","205 E 16th St, New York, NY 10003","(212) 228-2505",,,
"Amus, Todd J, DDS","150 E 56th St, New York, NY 10022","(212) 421-4647",,,
"Abel Farnum Hendy, DDS","632 W 147th St, New York, NY 10031","(212) 234-5678","http://www.hendydds.com",,
"Audubon Dental","550 W 180th St, New York, NY 10033","(212) 795-3486",,,
"Skordeles, Christine, DDS","45 W 54th St, New York, NY 10019","(212) 682-3170","http://www.drskordeles.com",,
"Towbin Joseph S DDS","30 E 9th St, New York, NY 10003","(212) 475-6440",,,
"Kaufman Steve","427 Fort Washington Ave, New York, NY 10033","(212) 795-8070",,,
"Jerrold F Heller DDS, PC & Specialists","425 Grand St Lbby 1, New York, NY 10002","(212) 674-2258","http://www.drjerryhellerdds.com",,
"Marc Lazare DDS","104 E 74th St, New York, NY 10021","(212) 861-2599","http://www.drmarclazare.com",,
"Burton Schechter DDS","119 W 57th St Ste 807, New York, NY 10019","(212) 247-6150","http://drburtonschechter.com",,
"Lloyd Soman DDS","343 W 58th St, New York, NY 10019","(212) 757-1515","http://www.lloydsomandds.com",,
"Aschheim & Arteaga","44 E 67th St, New York, NY 10065","(212) 988-2955","http://dental-nyc.com",,
"Stuyvesant Dental","430 E 20th St, New York, NY 10009","(212) 473-4151","http://www.esc.net",,
"Meridian Dental Group","20 E 46th St Rm 1000, New York, NY 10017","(212) 813-0850","http://www.meridianddsgroup.com",,
"Bruce B Blau, DDS","121 E 60th St, New York, NY 10022","(212) 888-6311","http://www.bblau.com",,
"Evangeline Gatmaitan, DDS","299 W 12th St, New York, NY 10014","(212) 242-9098",,,
"Altszuler Karen","501 Madison Ave Fl 29, New York, NY 10022","(212) 688-2820","http://www.drkarena.com",,
"Yang Jane","53 Elizabeth St, New York, NY 10013","(212) 219-8182","http://janeyangdentalpc.com","5","Dr. Yang is one of two doctors I have written a review for in my entire life. I usually don't write reviews for doctors because unlike restaurants and hotels, I don't think of…"
"Dr. Andrew S. Paek, DDS","75 Montgomery St Fl 402, Jersey City, NJ 07302","(201) 332-0403","http://www.jerseycitydentalcenter.com","5","Very informative and helpful !"""
"Methal, Shane G, DDS","72 Greene St Fl 3, New York, NY 10012","(212) 226-5777","http://greenestreetdental.com","5","Dr Shane is wonderful, patient, thorough, even fun! more than you would ever expect from a dentist. I used to be super anxious about going to the dentist and having procedures…"
"Dr. Janice N. Wu, DDS","120 E 42nd St 5th Fl, New York, NY 10017","(212) 867-8862",,"5","I have been a patient over a decade.  Dr. Wu is warm, caring and very thorough took time to check and discuss any post or premedical conditions. She is a great addition to the…"
"Dr. Aimee F Kraft, DDS","120 E 42nd St 5th Fl, New York, NY 10017","(212) 867-8862",,"5","Surprise! I had two cavities. Dr. Kraft filled them on the spot, saving me an extra trip to the dentist. Throw in the whole 42nd St. crew, and you've got a loyal patient. …"
"Igor Tkachuk, DDS","65 Broadway Ste 408, New York, NY 10006","(212) 430-3888","https://www.65broadwaydental.com","5","Setting up the appointment was quick and easy.  Staff handled all of my calls very patiently and professionally.  Dr. Igor was punctual and very knowledgeable - highly…"
"Kuei-Chu Christie Chen, DDS","30 E 40th St Rm 602, New York, NY 10016","(646) 362-3368","https://www.midtowndentalartnyc.com","5","always make me very comfortable and I trust doctor Chen."""
"Dr. Robin A Nathanson, DMD","30 E 60th St Ste 704, New York, NY 10022","(212) 242-4488","http://www.drnathanson.com","5","Dr Nathanson is one of my favorite health care providers.  She is personable, efficient, on time, and clearly knowledgable. She seems to be very much on the new cutting edge…"
"Dr. Maria Sese, DDS","239 Washington St, Jersey City, NJ 07302","(201) 332-4699","https://www.myjerseycitydentist.com","5","I've Lived All Over the USA and have seen many dentists throughout my life. I'd have to say that Dr. Sese is my favorite. She is one of the best dentists I've used. She is…"
"Dr. Reshma Jacob, DDS","425 Madison Ave Rm 1800, New York, NY 10017","(212) 868-4657","https://www.midtowncosmeticdental.com","5","I took my 3 kids (4,6,8) and myself to Dr. Jacob and couldn't have asked for a better experience. Dr. Jacob was so thorough and so compassionate and patient with my kids and we…"
"Jonathan Mender, DDS","515 Madison Ave, New York, NY 10022","(212) 935-9300","http://madisondental.com","5","He's like no other dentist,the whole staff makes me feel welcome and cared for. Simply the best!"""
"Dr. Navid Baradarian, DDS","116 Central Park S Ste 3, New York, NY 10019","(212) 581-4646","http://perioonthepark.com","5","Dr Baradarian and all of his co-workers were super professional, informative and friendly. I highly recommend this practice to anyone looking for a new dentist!"""
"Dr. Rabiel R Amirian, DDS","142 Joralemon Street 6e, Brooklyn, NY 11201","(718) 624-1970","https://www.dentistbrooklyn.com","5","My review of Brooklyn Dental  is a 5 star service from the front desk to the dentist chair. My first impression when I arrived was I was welcome. The first impression is the…"
